Tarih,Sıra,At İsmi,Yaş,Orijin,Sıklet,Jokey,Sahip,Antrenör,Derece,Ganyan,AGF,Start No,Fark,Geç Çıkış,HP,Yarış Tipi,Yaş Grubu,At Cinsi,Mesafe,Pist Tipi,Çim Durumu,Çim Değeri,Kum Durumu,Sıcaklık,Hava Durumu,Nem
29/03/2025,1,"ATTALOS(3) KG
 K
 DB",4y d a,APPROVE (IRE)- ŞİRİN HANIM / BIN AJWAAD (IRE),59,Ö.YILDIRIM,SEMA ORHAN,S.BEKTAŞ,2.02.20,"1,40",%55(1),1,7 Boy,,95,KV,4,İngilizler,2000,Sentetik,,,Normal,,,
29/03/2025,2,"RIDE THE LIGHTNING(6) DB
 SK",4y d a,TOROK (IRE)- INVINCIBLE ROCK / DIVINE LIGHT* (JPN),58,M.KAYA,MUSTAFA YILMAZ,V.KARAKUŞ,2.03.32,"2,05",%38(2),5,11 Boy,,101,KV,4,İngilizler,2000,Sentetik,,,Normal,,,
29/03/2025,3,"BIG GAMBLE(1) DB
 SK",5y d a,MALİ- CHERRY LADY / SHINING WOLF,60,M.TEKPETEK AP,ORHAN BAŞPINAR,H.ŞİMŞEK,2.05.19,"49,05",%0(6),4,"1,5 Boy",,51,KV,4,İngilizler,2000,Sentetik,,,Normal,,,
29/03/2025,4,"BİKATİ(2) K
 DB",6y d a,MENDIP (USA)- LADY CHARA / ROYAL ABJAR (USA),60,E.AKTUĞ,DEMİRHAN YILMAZ,S.BEKTAŞ,2.05.43,"33,40",%2(4),2,Yarım Boy,,83,KV,4,İngilizler,2000,Sentetik,,,Normal,,,
29/03/2025,5,"MY PRETTY GIRL(4) KG
 DB
 GKR",5y d k,KAFKASLI- KISRAĞIM / LUXOR,58,F.YÜCEL AP,SELİM KAYA,V.KARAKUŞ,2.05.52,"47,75",%2(5),3,,,89,KV,4,İngilizler,2000,Sentetik,,,Normal,,,
29/03/2025,6,"PURE WHITE(5) DB
 SK",4y k a,CRIMEAN TATAR- WHITE FIRE / NATIVE KHAN (FR),58,O.EREN,NURDENİZ EMRE,İ.H.BAYDAN,2.05.61,"11,85",%4(3),6,,,80,KV,4,İngilizler,2000,Sentetik,,,Normal,,,
15/02/2025,1,"ATTALOS(3) KG
 K
 DB",4y d a,APPROVE (IRE)- ŞİRİN HANIM / BIN AJWAAD (IRE),"53,5+2.00",Ö.YILDIRIM,SEMA ORHAN,S.BEKTAŞ,2.03.15,"2,60",%28(2),2,3 Boy,,90,Handikap,4,İngilizler,2000,Sentetik,,,Normal,,,
15/02/2025,2,"KOCA SEYİD(1) KG
 SK",8y d a,SMART ROBIN (JPN)- RED BIRD / FANTASTIC FELLOW (USA),61,A.SÖZEN,MEHMET ÇAVUŞ,A.KURT,2.03.63,"1,95",%30(1),5,Baş,,101,Handikap,4,İngilizler,2000,Sentetik,,,Normal,,,
15/02/2025,3,"MASTERPIECE(2) DB
 SKG
 SK",4y d g,ZARAK* (FR)- FALABALA (GB) / NAYEF (USA),"55,5+0.20",M.BAYIR,ALİ RIZA ÇELİKOĞLU,U.BİLİK,2.03.66,"4,40",%13(4),7,"4,5 Boy",,94,Handikap,4,İngilizler,2000,Sentetik,,,Normal,,,
15/02/2025,4,"GONZALO(6) KG
 K",5y d a,BELARDO (IRE)- PALENA (GER) / TIGER HILL (IRE),"54,5",VEDAT ABİŞ,ABDULLAH YAZICI,A.YAZICI,2.04.34,"3,20",%18(3),3,3 Boy,,88,Handikap,4,İngilizler,2000,Sentetik,,,Normal,,,
