Tarih,Sıra,At İsmi,Yaş,Orijin,Sıklet,Jokey,Sahip,Antrenör,Derece,Ganyan,AGF,Start No,Fark,Geç Çıkış,HP,Yarış Tipi,Yaş Grubu,At Cinsi,Mesafe,Pist Tipi,Çim Durumu,Çim Değeri,Kum Durumu,Sıcaklık,Hava Durumu,Nem
12/03/2025,1,"SAF KROM(16) DB
 SKG
 SK",6y d a,SCARFACE- ORE / MOUNTAIN CAT (USA),"56,5+0.20",N.DEMİR,MUHAMMET FELHAN,A.AKBABA,1.58.85,"9,10","%4(2)
%3(2)",14,Burun,4 Boy,52,Handikap,4,İngilizler,1800,Kum,,,Normal,,,
12/03/2025,2,"HARD AS ROCK(8) KG
 K",4y d a,TIZWAY (USA)- CUMULUS (GB) / KINGMAMBO (USA),58,Y.CENGİZ,MURAT ERCAN,G.BALTA,1.58.86,"7,50","%12(3)
%12(4)",15,"1,5 Boy",,59,Handikap,4,İngilizler,1800,Kum,,,Normal,,,
12/03/2025,3,"GRYFFINDOR(13) DB
 SK",4y d a,TOROK (IRE)- NAGİRİ / CAPE CROSS (IRE),54+2.00,M.A.AKTÜRK,REFİK ÇEVİK,H.BAŞAK,1.59.11,"11,05","%9(5)
%10(5)",4,"5,5 Boy",,51,Handikap,4,İngilizler,1800,Kum,,,Normal,,,
12/03/2025,4,"ASABİ(6) KG
 SK",6y d a,SCARFACE- RIGOROUS (USA) / GRAND SLAM* (USA),"60,5",M.E.DOĞAN,MUHAMMET HOCAOĞULLARI,Z.AKDEMİR,2.00.12,"30,50","%1(12)
%1(12)",3,Burun,,60,Handikap,4,İngilizler,1800,Kum,,,Normal,,,
12/03/2025,5,TRADER(5) DB,5y a a,TEMELHAN- NO MONEY NO HONEY / MOUNTAIN CAT (USA),59,M.ŞAKİR AP,MEHMET GARİP BECENE,V.ÇİZİK,2.00.13,"10,10","%11(4)
%12(3)",1,,,61,Handikap,4,İngilizler,1800,Kum,,,Normal,,,
12/03/2025,6,BEST OF ANADOLU(4) SK,4y a g,KANEKO- GOOD MEMORY / BOSPORUS (IRE),59,F.YARDIMCI,MEHMET KAYA,MEHM.KAYA,2.00.54,"1,50","%31(1)
%29(1)",7,,,61,Handikap,4,İngilizler,1800,Kum,,,Normal,,,
12/03/2025,7,"MIRAGE EFFECT(14) KG
 DB
 SK",4y d k,ABBAS YOLCU- ATLANTIC HIGH (GB) / NASHWAN (USA),"53,5+2.00",A.ÇANKAYA AP,OĞUZ YALÇIN,S.KARAKEÇİLİ,2.02.13,"21,70","%3(7)
%3(8)",12,,4 Boy,50,Handikap,4,İngilizler,1800,Kum,,,Normal,,,
12/03/2025,8,"RAND ROWER(12) KG
 SK",4y d a,KANEKO- LEATHER BAG / VICTORY GALLOP (CAN),55+2.00,Y.ÇELİKBAŞ AP,NEŞET AKYAVUZ,MEH.ALTIN,2.02.44,"39,95","%2(9)
%2(9)",6,,,53,Handikap,4,İngilizler,1800,Kum,,,Normal,,,
12/03/2025,9,"KING BALOTELLI(1) DB
 SK",5y d a,HEMSWORTH (USA)- ALBATRAOZ / AFTER MARKET (USA),63,İ.AKYAVUZ,MUHAMMET FELHAN,A.AKBABA,2.02.45,"9,10","%8(2)
%9(2)",2,,,65,Handikap,4,İngilizler,1800,Kum,,,Normal,,,
12/03/2025,10,"BEGONYA(9) K
 SKG",5y d k,TRIPLE BONUS- SAGA BELLA (IRE) / SADLER'S WELLS (USA),"58,5",M.DOĞAN,YAKUP ÇELİK,S.KARAKEÇİLİ,2.05.65,"40,55","%2(10)
%2(10)",9,,4 Boy,56,Handikap,4,İngilizler,1800,Kum,,,Normal,,,
12/03/2025,11,"ADOLFO OGEL(11) SKG
 SK",4y d a,TOROK (IRE)- UBA / RIVER SPECIAL (USA),56+1.70,H.ALTUNDAĞ,HİKMET ÇELİK,S.KARAKEÇİLİ,2.06.02,"21,10","%6(6)
%6(6)",10,,,55,Handikap,4,İngilizler,1800,Kum,,,Normal,,,
12/03/2025,12,"BRITISH BREEZE(10) DB
 SKG
 SK",4y d a,KOPENHAG- ŞEHRİBAN SULTAN / WIN RIVER WIN (USA),"56,5+0.50",B.BEKTAŞ,MEHMET TOY,MEH.ALTIN,2.06.33,"30,60","%3(8)
%3(7)",16,,,56,Handikap,4,İngilizler,1800,Kum,,,Normal,,,
12/03/2025,13,"LORD OF THE BLACK(7) KG
 DB
 SK",4y d a,BLUEGRASS CAT (USA)- BOUNDING AWAY (IRE) / GALILEO (IRE),"58,5",İ.KATAR,MUHAMMET FELHAN,A.AKBABA,2.06.81,"9,10","%2(2)
%2(2)",5,,,60,Handikap,4,İngilizler,1800,Kum,,,Normal,,,
12/03/2025,14,"OĞLUM SERHAT(15) KG
 SK",4y d a,GÜNGÖR BABA- MERCANKIZ / OCEAN CREST (USA),50,T.YILMAZ AP,MUHİTTİN AYDINALP,C.ŞAHİN,2.07.57,"67,80","%1(13)
%1(13)",11,,,43,Handikap,4,İngilizler,1800,Kum,,,Normal,,,
12/03/2025,15,"KING OF THE CITY(3) DB
 SK",4y a a,GÜNGÖR BABA- ALA NARA / UNACCOUNTED FOR (USA),"57,5",A.H.BAYAR AP,MEHMET KAYA,MEHM.KAYA,2.10.40,"1,50","%4(1)
%4(1)",8,,,62,Handikap,4,İngilizler,1800,Kum,,,Normal,,,
12/03/2025,16,"PRENSES HİRA(2) DB
 SKG
 SK",7y d k,PERFECTO- ELHATHRAH (IRE) / NAYEF (USA),60,M.IŞIK AP,BİŞAR DEMİRKAPU,B.DEMİRKAPU,2.10.73,"33,15","%1(11)
%1(11)",13,,,63,Handikap,4,İngilizler,1800,Kum,,,Normal,,,
10/02/2025,1,BALİ KIZI(1) K,6y a k,BALLIKAYA- BYE CANIM / ROYAL ABJAR (USA),62,F.YARDIMCI,HALİL KARAKEÇİ,Z.AKDEMİR,1.31.71,"1,45",%54(1),4,10 Boy,,81,,4,İngilizler,1400,Kum,,,Normal,,,
10/02/2025,2,"TOWSON(3) KG
 SK",4y d k,APPROVE (IRE)- MISS QUICK / MUJTAHID (USA),56+0.10,İ.GÜREKE AP,HAŞİM DOĞAN,Ş.OLĞAÇ,1.34.00,"23,90",%2(7),6,"1,5 Boy",,50,,4,İngilizler,1400,Kum,,,Normal,,,
10/02/2025,3,"ZANABİR(11) DB
 SKG
 SK
 SGKR",4y a k,AFTER MARKET (USA)- NAYMAN SULTAN / VICTORY GALLOP (CAN),56+1.80,Y.CENGİZ,MUSTAFA ŞEFKAT,M.ŞEFKAT,1.34.25,"28,10",%2(8),11,1 Boy,,46,,4,İngilizler,1400,Kum,,,Normal,,,
10/02/2025,4,"SARI PRENSES(7) SKG
 SK",4y a k,ARENA- SATANA / SOVIET STAR (USA),55+1.40,B.SARIDAL AP,ALİ BAKIR,M.E.SARIDAL,1.34.41,"7,85",%6(4),12,"1,5 Boy",,60,,4,İngilizler,1400,Kum,,,Normal,,,
10/02/2025,5,İNCİNİN KIZI(8) DB,8y d k,JUSTENUFFHUMOR (USA)- MADENCİKIZI / RED BISHOP (USA),54+2.00,A.ÇANKAYA AP,ALİ TOYDEMİR,M.DEMİROL,1.34.75,"7,05",%7(3),8,,,54,,4,İngilizler,1400,Kum,,,Normal,,,
10/02/2025,6,"CALYPSO(12) KG
 K",4y a k,CATALINA CRUISER (USA)- LIGHT UP THE TOWN (USA) / SPEIGHTSTOWN (USA),53+2.00,A.H.BAYAR AP,CAN ÇAĞRI,T.ÇİZİK,1.35.03,"15,90",%1(11),3,,,49,,4,İngilizler,1400,Kum,,,Normal,,,
10/02/2025,7,"PRIZE GIRL(5) DB
 SKG
 SK",6y d k,TALIP HAN (IRE)- PRIZE FOR / UNACCOUNTED FOR (USA),56+0.70,Y.ÇELİKBAŞ AP,BEYHAN HADİOĞLU,A.ÇİZİK,1.35.48,"16,05",%3(6),1,,,46,,4,İngilizler,1400,Kum,,,Normal,,,
10/02/2025,8,"BEGONYA(2) K
 SKG",5y d k,TRIPLE BONUS- SAGA BELLA (IRE) / SADLER'S WELLS (USA),61,H.ALTUNDAĞ,YAKUP ÇELİK,M.DEMİROL,1.37.37,"9,90",%4(5),5,,,56,,4,İngilizler,1400,Kum,,,Normal,,,
10/02/2025,9,"ÖYKÜ CAN(4) SKG
 SK",6y d k,MENDIP (USA)- KISS STORM / ROYAL ABJAR (USA),59,İ.AKYAVUZ,HALE EKMEKÇİ EMRE,A.YARDIMCI,1.37.43,"3,55",%17(2),7,,,47,,4,İngilizler,1400,Kum,,,Normal,,,
10/02/2025,10,"FOÇA STORM(6) SKG
 SK",4y d k,GRAYSTORM- MADE IN FOÇA / ARSENIC,58,İ.KATAR,HÜSEYİN ÇELİK,Z.AKDEMİR,1.38.95,"16,70",%1(10),10,,,54,,4,İngilizler,1400,Kum,,,Normal,,,
10/02/2025,11,"MY CINNAMON(10) KG
 K",5y d k,MARCAVELLY (USA)- FLY SO FREE / YONAGUSKA (USA),56+1.80,M.DOĞAN,ALİ KAYA,G.BALTA,1.40.65,"20,25",%2(9),9,,,52,,4,İngilizler,1400,Kum,,,Normal,,,
10/02/2025,12,"ŞEN ÜMİT(13) KG
 K",4y d k,TIZWAY (USA)- MADENCİKIZI / RED BISHOP (USA),52+1.00,M.BAL AP,BÜLENT TOYDEMİR,M.DEMİROL,2.55.51,"40,50",%1(12),2,,,52,,4,İngilizler,1400,Kum,,,Normal,,,
10/02/2025,,"MEDICANE(9) KG
 SK
 (Koşmaz)",6y d k,TOROK (IRE)- SERENARA / VELOCIRAPTOR (GB),56,N.DEMİR,ALİ EFECAN,Z.AKDEMİR,Koşmaz,"9,65",%1(13),13,,,48,,4,İngilizler,1400,Kum,,,Normal,,,
29/01/2025,1,"GÜL MATRA(2) KG
 K",9y a k,KANEKO- ARSUZ / ALWAYS A CLASSIC (CAN),56+0.80,S.KAPLAN,MAHMUT KARAKEÇİ,Z.AKDEMİR,2.20.28,"4,30","%18(1)
%18(1)",3,"1,5 Boy",,77,,4,İngilizler,2000,Kum,,,Normal,,,
29/01/2025,2,"KUTUP KIZI(9) SKG
 SK",4y d k,CRIMEAN TATAR- TYPHOON GIRL / SRI PEKAN (USA),55+1.50,H.SARIDAL,HÜSEYİN SARIDAL,M.E.SARIDAL,2.20.53,"3,75","%15(2)
%16(2)",12,"2,5 Boy",,55,,4,İngilizler,2000,Kum,,,Normal,,,
29/01/2025,3,"PRIZE GIRL(6) DB
 SKG
 SK",6y d k,TALIP HAN (IRE)- PRIZE FOR / UNACCOUNTED FOR (USA),53+2.00,M.IŞIK AP,BEYHAN HADİOĞLU,A.ÇİZİK,2.21.00,"9,10","%4(8)
%3(8)",5,2 Boy,,46,,4,İngilizler,2000,Kum,,,Normal,,,
29/01/2025,4,"MOONFAIRY(5) SKG
 SK",6y d k,WIN RIVER WIN (USA)- MISSION COMPLETE / SPORTS HERO (USA),56+1.00,F.YARDIMCI,AHMET KILIÇCIOĞLU,C.ŞAHİN,2.21.34,"3,80","%14(4)
%14(4)",13,4 Boy,,74,,4,İngilizler,2000,Kum,,,Normal,,,
