Tarih,Sıra,At İsmi,Yaş,Orijin,Sıklet,Jokey,Sahip,Antrenör,Derece,Ganyan,AGF,Start No,Fark,Geç Çıkış,HP,Yarış Tipi,Yaş Grubu,At Cinsi,Mesafe,Pist Tipi,Çim Durumu,Çim Değeri,Kum Durumu,Sıcaklık,Hava Durumu,Nem
26/03/2025,1,"DESPOTLU(9) KG
 SK",4y k a,TURBO- EDOŞKAYA / YILDIZAĞA,"52,5+1.70",N.AVCİ,HAYRİ ÖZGÜR YILMAZ,S.AYDOĞAN,1.25.60,"3,55","%21(2)
%21(2)",3,5 Boy,,42,Handikap,4,Araplar,1300,Sentetik,,,Normal,,,
26/03/2025,2,"ÇELİKMERT(14) KG
 DB
 SK",5y a a,KAIZBERT (RU)- KENDİR / PALAZ,50+2.00,C.PASO,ALİ PASO,A.MANTAŞ,1.26.40,"25,15","%1(10)
%2(10)",2,Boyun,,30,Handikap,4,Araplar,1300,Sentetik,,,Normal,,,
26/03/2025,3,"DİLBERAN(4) KG
 K",5y k k,SAADIN GÜCÜ- ÖZ FIRAT / HABERBATUR,59,B.ÇIĞLA AP,CEM NARİN,S.DURGUÇ,1.26.46,"40,75","%1(13)
%1(12)",12,Boyun,,56,Handikap,4,Araplar,1300,Sentetik,,,Normal,,,
26/03/2025,4,"ORMANCIBEY(15) KG
 DB
 SK
 GKR",5y k a,TURBO- İNCİÇİÇEĞİ / ALBATUR,50+0.80,S.AKBULAT AP,ALİ ASGAR AKYAZI,MET.ACAR,1.26.52,"12,10","%5(6)
%6(5)",15,2 Boy,,12,Handikap,4,Araplar,1300,Sentetik,,,Normal,,,
26/03/2025,5,"CANŞADİ(8) KG
 SK",5y a a,CANKARDEŞLER- KIZIMESRA / ÖZGÜNHAN,55+0.60,MER.ÇELİK,EMRAH ORHAN,MET.ACAR,1.26.82,"14,85","%5(5)
%6(6)",6,,,44,Handikap,4,Araplar,1300,Sentetik,,,Normal,,,
26/03/2025,6,"ESEN BATU(10) KG
 K
 DB",5y d a,TURBO- IŞINSOY / BİLGİN,53+2.00,A.YILDIZ,HİLMİ CAN ESEN,S.MUTLU,1.26.93,"2,60","%28(1)
%27(1)",1,,1 boy,40,Handikap,4,Araplar,1300,Sentetik,,,Normal,,,
26/03/2025,7,DELİ TURBO(3) DB,5y k a,TURBO- ESRAM / ARASLI,"61,5",MAHS.TURAN,NURİ TURAN,M.ALİ TURAN,1.26.94,"35,05","%1(11)
%1(11)",8,,,57,Handikap,4,Araplar,1300,Sentetik,,,Normal,,,
26/03/2025,8,"TAŞUCU(7) KG
 DB",5y d a,BABA MEVLÜT- KIZLARKIZI / SAVA,"59,5",E.AKTUĞ,NAMIK TURAN,H.TURAN,1.27.02,"9,75","%9(4)
%9(4)",7,,"1,5 boy",53,Handikap,4,Araplar,1300,Sentetik,,,Normal,,,
26/03/2025,9,"MAVİŞİN KIZI(2) KG
 K",5y k k,TURBO- MAVİŞ HANIM / BERKSOY,"62,5",A.KURŞUN,YASİN YILDIZ,BAY.AKTAŞ,1.27.39,"6,55","%14(3)
%14(3)",13,,"2,5 boy",59,Handikap,4,Araplar,1300,Sentetik,,,Normal,,,
26/03/2025,10,"ÇAĞLAYANŞELALE(13) KG
 DB
 SK",8y a k,KAIZBERT (RU)- HAÇÇE / HABERBATUR,50+2.00,Ç.TAŞCI AP,İSRAFİL FELHAN,BET.YILDIRIM,1.27.53,"39,05","%1(12)
%1(13)",5,,,33,Handikap,4,Araplar,1300,Sentetik,,,Normal,,,
26/03/2025,11,"ŞİNTAY(1) KG
 SK",9y a k,KURTEL- ALMİMRUHİYE.27 / ALAZ,61,Z.KARABULUT AP,H.TARIK DİKENCİK,Ö.A.ALAKUŞTEKİN,1.28.47,"25,65","%2(9)
%2(9)",4,,4 boy,60,Handikap,4,Araplar,1300,Sentetik,,,Normal,,,
26/03/2025,12,"NANDO(5) KG
 K
 GKR",5y a a,UÇANOĞLU- NURKIZIM / TOŞUR,61,H.ŞİMŞEK,RAMAZAN KAN,A.KURT,1.29.14,"16,15","%5(7)
%5(7)",9,,,56,Handikap,4,Araplar,1300,Sentetik,,,Normal,,,
26/03/2025,13,"MERTAT(12) KG
 K",5y a a,KAIZBERT (RU)- ROMALI / ALPAK,51+2.00,M.TEKPETEK AP,MERT ÇELİK,GÜV.GÖKÇE,1.29.37,"118,75","%0(15)
%0(15)",10,,,36,Handikap,4,Araplar,1300,Sentetik,,,Normal,,,
26/03/2025,14,"KAHRAMAN EVLAT(6) KG
 DB
 GKR",4y k a,UÇANBEY- KAHRAMANKIZ / DEMİRKAZIK,57+1.60,K.GÖKÇE AP,NASRİ ARTAR,B.ŞENGEL,1.31.20,"32,60","%3(8)
%3(8)",11,,6 boy,55,Handikap,4,Araplar,1300,Sentetik,,,Normal,,,
26/03/2025,15,DUMLUCA(11) KG,4y a a,SONALP- SIRMAANA / ZİGANA,"50,5+2.00",GÖK.BEKTAŞ,ATALAY TURAN,BET.YILDIRIM,1.32.60,"63,95","%1(14)
%1(14)",14,,,38,Handikap,4,Araplar,1300,Sentetik,,,Normal,,,
19/03/2025,1,"GÜL ASYA(10) KG
 K
 GKR",4y k k,GÜRSU- SILAHASRETİ / CAŞ,54+0.50,N.AVCİ,SERDAR ÇETİNKAYA,D.ERGİN,2.20.19,"13,45",%5(7),12,"1,5 Boy",,44,Handikap,4,Araplar,2000,Sentetik,,,Normal,,,
19/03/2025,2,O LA LA(5) K,6y a k,KARAÜZÜM- BİLGEAT / YALAZ,"57,5",A.KAÇMAZ,Z.AHSEN KURUM,ŞÜK. ÇELİK,2.20.38,"6,05",%14(3),11,3 Boy,2 Boy,51,Handikap,4,Araplar,2000,Sentetik,,,Normal,,,
19/03/2025,3,"BALIK KIZ(6) KG
 K
 DB",5y k k,BALIKHAN- MELDA KIZ / MAGRİP,55,H.YOLAÇICI AP,BURCU KUTLU,M.MEHMET İNAL,2.20.92,"38,30",%1(11),3,Burun,,50,Handikap,4,Araplar,2000,Sentetik,,,Normal,,,
19/03/2025,4,"HIRSIN ATEŞİ(3) DB
 SKG
 SK",6y k k,BALIKHAN- HAZ / EMİROĞLU,60,E.BOZDAĞ AP,AKIN ÖZTÜRK,A.İPEK,2.20.93,"3,95",%17(1),1,"1,5 Boy",,60,Handikap,4,Araplar,2000,Sentetik,,,Normal,,,
19/03/2025,5,"MİNNAK(12) KG
 DB",6y k k,TAMERİNOĞLU- ELANİLİM / TURBO,50+1.00,Y.GÖKÇE AP,BURCU TEMELKURAN,Y.DEMİRKIRAN,2.21.13,"8,45",%10(5),8,,,42,Handikap,4,Araplar,2000,Sentetik,,,Normal,,,
19/03/2025,6,"TATLIÇAĞ(9) KG
 K
 DB",8y a k,ALTAHA- TÜKENMEZ / HÜRBATUR,55,O.ATMACA,DİLEK BURAN,SEN.GÖKÇE,2.21.33,"6,15",%13(4),9,,,46,Handikap,4,Araplar,2000,Sentetik,,,Normal,,,
19/03/2025,7,"ALLER GÜLÜ(4) KG
 K",5y a k,KAMAN- DERİNCAN / ANADOLU ATEŞİ,"57,5",M.KAYA,ARMAĞAN TURHAN,A.ÖZGEN,2.22.61,"9,55",%9(6),13,,2 Boy,51,Handikap,4,Araplar,2000,Sentetik,,,Normal,,,
19/03/2025,8,"ÜSTÜNKIZ(8) KG
 K",5y k k,ULUER- SİMGECAN / SONCAN,"56,5+0.50",A.ÇELİK,TARIK SEVİNÇ,A.N.HINÇ,2.23.55,"4,50",%15(2),4,,,49,Handikap,4,Araplar,2000,Sentetik,,,Normal,,,
19/03/2025,9,KADİFE KALE(7) DB,5y a k,BESLENEY- MİLAS / ÖZGÜNHAN,57+0.30,O.YILDIZ,İLKE BETİR AKBAŞ,M.SANDIKCI,2.24.72,"11,35",%5(8),2,,,50,Handikap,4,Araplar,2000,Sentetik,,,Normal,,,
19/03/2025,10,"CANCAZIM(1) KG
 DB
 SK
 GKR",5y k k,CANKARDEŞLER- DOLUDİZGİN / YAŞARCIK,61,BERK.GÖKÇE AP,NAZAN TUNCAR,B.KOCAKAYA,2.24.90,"19,90",%3(10),10,,,62,Handikap,4,Araplar,2000,Sentetik,,,Normal,,,
19/03/2025,11,"GENÇ SEVDA(11) KG
 K",4y k k,MADRABAZ- ALTIN SEVDA / İBOCAN,53+1.40,U.LEVENT AP,M.ERDİNÇ DÜZARAT,A.KURT,2.25.80,"61,20",%1(12),7,,,42,Handikap,4,Araplar,2000,Sentetik,,,Normal,,,
19/03/2025,12,"ŞİNTAY(2) KG
 SK",9y a k,KURTEL- ALMİMRUHİYE.27 / ALAZ,61,Z.KARABULUT AP,H.TARIK DİKENCİK,M.ÖZGÜL,2.28.98,"16,95",%3(9),5,,,62,Handikap,4,Araplar,2000,Sentetik,,,Normal,,,
19/03/2025,,"UYSAL KIZ(13) SKG
 SK
 (Koşmaz)",6y d k,GÖKTUNA- TUMBUL RAHİME / DEHA,50,GÖK.BEKTAŞ,YAMAN GİDER,MAH.BAYKARA,Koşmaz,,%6(13),6,,,33,Handikap,4,Araplar,2000,Sentetik,,,Normal,,,
12/03/2025,1,"MİNNAK(14) KG
 DB",6y k k,TAMERİNOĞLU- ELANİLİM / TURBO,50+1.40,Y.GÖKÇE AP,BURCU TEMELKURAN,Y.DEMİRKIRAN,1.41.24,"56,25",%1(16),5,2 Boy,,37,Handikap,4,Araplar,1500,Sentetik,,,Normal,,,
12/03/2025,2,"ESEN BATU(13) KG
 K
 DB",5y d a,TURBO- IŞINSOY / BİLGİN,50+2.00,A.ASLAN,HİLMİ CAN ESEN,S.MUTLU,1.41.56,"7,90",%13(2),8,2 Boy,,37,Handikap,4,Araplar,1500,Sentetik,,,Normal,,,
12/03/2025,3,"KAMBER BEY(16) KG
 DB
 SK",5y k a,UÇANOĞLU- LOKUM PARÇASI / BİLGİN,50+0.60,E.KADİRLER AP,MELAHAT BAGUÇ,A.KARABIYIK,1.41.84,"15,45",%8(6),12,Baş,,34,Handikap,4,Araplar,1500,Sentetik,,,Normal,,,
12/03/2025,4,"KAYALARIN EFENDİSİ(2) KG
 DB",5y d a,YÜREKKAYA- N'DJAMENA (FR) / KERBELLA (FR),59,Y.Ş.GÜMÜŞ AP,SELİM KAYA,V.KARAKUŞ,1.41.87,"16,80",%6(4),4,"1,5 Boy",,62,Handikap,4,Araplar,1500,Sentetik,,,Normal,,,
12/03/2025,5,"MADEN DAĞI(4) KG
 DB
 SK",5y k a,KURTEL- KUZUM / BERKOŞ,59,İ.S.SÖĞÜT AP,FİDAN ALTIN,ENG.ALTIN,1.42.09,"15,55",%6(8),15,,,60,Handikap,4,Araplar,1500,Sentetik,,,Normal,,,
12/03/2025,6,"MENGİSOY(8) KG
 SK",4y a a,BERKSOY- MENGÜ / KAN CAN SAN,53+2.00,VEDAT ABİŞ,YURDAL KARGIN,MUR.AKKILIÇ,1.42.16,"2,65",%22(1),7,,,48,Handikap,4,Araplar,1500,Sentetik,,,Normal,,,
12/03/2025,7,ÇALHAN(9),5y d a,VAKKAS- YAŞAGÜL / GENUINE RULER (US),53+1.90,A.YILDIZ,NURİ YILDIZ,H.HARMANBAŞI,1.42.33,"12,70",%7(7),17,,,44,Handikap,4,Araplar,1500,Sentetik,,,Normal,,,
12/03/2025,8,"ÇAĞLAYANŞELALE(15) KG
 DB
 SK",8y a k,KAIZBERT (RU)- HAÇÇE / HABERBATUR,50+1.00,M.T.COŞKUN AP,İSRAFİL FELHAN,BET.YILDIRIM,1.42.65,"32,30",%2(12),16,,,36,Handikap,4,Araplar,1500,Sentetik,,,Normal,,,
12/03/2025,9,"ŞİNTAY(1) KG
 SK",9y a k,KURTEL- ALMİMRUHİYE.27 / ALAZ,61+0.10,Z.KARABULUT AP,H.TARIK DİKENCİK,Ö.A.ALAKUŞTEKİN,1.42.73,"19,65",%4(9),2,,,64,Handikap,4,Araplar,1500,Sentetik,,,Normal,,,
12/03/2025,10,"ÇELİKMERT(17) KG
 DB
 SK",5y a a,KAIZBERT (RU)- KENDİR / PALAZ,50+2.00,C.PASO,ALİ PASO,A.MANTAŞ,1.42.90,"45,00",%1(15),13,,,33,Handikap,4,Araplar,1500,Sentetik,,,Normal,,,
12/03/2025,11,UMUDUNU KAYBETME(11),4y a a,GÜNTAY- UMUT IŞIĞIM / ATEŞTOPU,50+2.00,F.YÜCEL AP,SELİM KAYA,V.KARAKUŞ,1.42.96,"16,80",%2(4),14,,,40,Handikap,4,Araplar,1500,Sentetik,,,Normal,,,
12/03/2025,12,"ORMANCIBEY(18) KG
 DB
 SK
 GKR",5y k a,TURBO- İNCİÇİÇEĞİ / ALBATUR,50+2.00,GÖK.BEKTAŞ,ALİ ASGAR AKYAZI,MET.ACAR,1.43.19,"5,80",%9(3),10,,,12,Handikap,4,Araplar,1500,Sentetik,,,Normal,,,
12/03/2025,13,"NANDO(5) KG
 K
 GKR",5y a a,UÇANOĞLU- NURKIZIM / TOŞUR,59,H.ŞİMŞEK,RAMAZAN KAN,A.KURT,1.45.21,"9,20",%8(5),6,,,56,Handikap,4,Araplar,1500,Sentetik,,,Normal,,,
